news_author,news_headline,related_tweet,post_replies,post_retweets,post_favourites,post_quotes,user_followers,user_following,user_friends,user_mentions,user_favourites,user_tweets_count,user_tweet_count_lists,user_country,misinformation
W. Gardner,"Says ""our indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment.""","@KenPaxtonTX President Trump to Texas Attorney General Ken Paxton* recently: ""Ken, I think you should go to the Supreme Court and sue the states where I lost. 

Ken Paxton replied, ""I beg your pardon, Mr. President.""

*under Federal indictment for securities fraud",1.0,0,1,0,48.0,0.0,105.0,1.0,339.0,2058.0,0.0,,1.0
Sean Gorman,"Says President Barack Obama ""will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism.""","@____54_____ @charliekirk11 FYI 
Muslim is not a race.

Fighting against radical Islamic terrorism is not racist.  

Obama fought against and droned many a radical Islamic terrorist.  Is he a racist?",0.0,0,1,0,397.0,,755.0,2.0,18921.0,8278.0,0.0,US,1.0
Noah Y.,Hank Aarons death was caused by a COVID-19 vaccine.,"Covid vaccine to blame for Hank Aaron's death ? 450 Europeans die after being vaccinated , coincidence ?",0.0,0,0,0,0.0,,4.0,0.0,5.0,41.0,0.0,US,0.0
Ciara O'Rourke,Says Nancy Pelosi wont let Capitol police testify about what happened Jan. 6.,"@KRDONC13 A partisan investigation, the accused and serving jail time were never called in front of their committee to testify, only their friends thugs so called Capitol police, how about requesting Pelosis texts and e mails from that day and previous days?",0.0,0,0,0,1703.0,,2006.0,1.0,15369.0,57599.0,13.0,US,0.0
Noah Y.,"""Biden slipped up and came out saying hes going to tax your 401k. Are any of you EVEN paying attention?""","@clairlemon @0x49fa98 You can't really be this stupid. 

Biden proposed a huge increase in corporate taxes. 

That increase would reduce corporate profits, that's SHAREHOLDER DIVIDENDS. 

Reduced shareholder dividends means everybody's 401k retirement accounts take a hit, A defacto tax on retirement.",0.0,0,0,0,197.0,,530.0,2.0,4499.0,30436.0,4.0,,0.0
Ciara O'Rourke,"Says Bill Gates said, We need to develop a digital certificate that shows who has received all the vaccinations. Only those with all the required vaccinations may travel, visit churches, participate in sports and music events, get a job, etc.","@LittlePittweile @JJ_Stellies Many people worldwide are opposed to the vaccinations because of Bi Gates microchip digital certificate. The Bible warns of the mark of the beast and many believe this may be it, if not a forerunner",0.0,0,0,0,570.0,,184.0,2.0,3211.0,2502.0,0.0,US,0.0
Hayat Norimine,Says Joe Biden called for a jihad in a video.,@AP Biden didnt call the Palestinian leader instead he called the Zionist terrorising the innocent civilians mainly women and children. This act tells US stands. They are hypocrites. Dont expect anything from them especially for Muslims. Jihad is needed to end this,1.0,0,0,0,21.0,0.0,150.0,1.0,422.0,532.0,0.0,,0.0
Katie Mulvaney,"""There are more African American men in prison, jail, on probation or parole than were enslaved in 1850.""",@SteveGuest @LizRNC Kamala has put more African American men in prison than anyone other police officer in the state of California.,6.0,51,154,4,42549.0,,4476.0,2.0,27355.0,15606.0,129.0,US,1.0
Amy Sherman,Says Kamala Harris called Joe Biden a racist during a Democratic presidential debate.,"@RepSwalwell NOBODY is rooting for Russia, you can be upset with what appears to be a lack of effort or competence by Biden/Harris without being Anti-American, or racist these are elected officials not holy emperors. Its called independent thought. Also #FuckTRUMP",0.0,0,0,0,40.0,0.0,343.0,1.0,40.0,435.0,0.0,,0.0
Bill McCarthy,Joe Biden wants to raise taxes on 82% of all Americans.,"@GOPChairwoman @TeamTrump @ GOPChairwoman is stupid! In the US, 82% of the population does not earn over $ 400,000! She's already written this nonsense! Joe Biden wants to raise taxes for Americans who earn more than $ 400,000!",0.0,0,0,0,178.0,,81.0,2.0,49769.0,41938.0,1.0,US,0.0
Sarah Hauer,"The United States is ""the oldest democracy"" in the world.",@SykesCharlie Didn't the CIA through a coup destroy the oldest democracy in the middle east ( Iran) by inserting a brutal dictator for cheap oil? Funny how that part of the Iran/United States narrative is never spoken about by people like you.,0.0,0,0,0,863.0,,1149.0,1.0,62200.0,47489.0,16.0,US,1.0
Angie Drobnic,"""Gov. Romney was very clear, he would veto the DREAM Act.""",Obama says Romney will veto Dream Act  PO-188TU,0.0,0,0,0,302.0,0.0,112.0,0.0,2.0,784.0,23.0,,1.0
Allison Graves,"""Marco Rubio made it clear: Not only does he think Donald Trump is a con man, hewent on to say he doesn't trust Donald Trump with the nuclear codes.""","@marcorubio Little Marco Rubio, I guess you liked Trump during his 2016 campaign when you (correctly) said that Trump is a con man who was dangerous and unqualified to control the nations nuclear codes.",0.0,0,0,0,7931.0,,8700.0,1.0,28055.0,25020.0,3.0,,1.0
Will Doran,"Says Donald Trump ""wants to get rid of the federal minimum wage.""","ending private prisons, a moratorium on student loans is just a band aid, he canceled loans that were gotten through fake schools, $15 minimum wage for federal contractors is incredibly limited, he's actually reinstated the Trump policy of expedited deportation, he did 1 stimulus",1.0,0,1,0,1172.0,0.0,198.0,0.0,423.0,509.0,0.0,,1.0
Katie Sanders,"Says Mike Huckabee appeared in diabetes infomercials to endorse ""cures and treatments that no health agency supports.""",How many more day until Mike Huckabee goes back to hawking miracle diabetes cures?,2.0,1,0,0,6360.0,,996.0,0.0,94528.0,93226.0,180.0,US,1.0
Sue Owen,"Says according to the FBI, more people are killed each year with hammers and clubs than rifles.","@NoahPollak @benshapiro FBI: More people killed with knives, hammers, clubs and even feet than rifles in 2018
FBI: More people killed with knives, hammers, clubs and even feet than rifles in 2018
Posted by LET Staff | Oct 2, 2019 | Must Reads, News, Investigations, Law and Legal, Featured, Patrol",0.0,0,0,0,153.0,,595.0,2.0,1204.0,1844.0,0.0,US,1.0
Tom Kertscher,"The Pfizer COVID-19 vaccine is ""99% graphene oxide,"" which is ""toxic to the human body and causes a number of problems.",@RFrost1334 @chris__spinelli There is no difference. It is all toxic. They contain graphene oxide which annihilates anything it comes in contact with if it gets a positive charge. Stew Peter's has interviewed a former Pfizer employee who is a biotechanalyst who proves the presence of the toxin.,0.0,1,6,0,67.0,,156.0,2.0,120.0,144.0,0.0,US,0.0
Tom Kertscher,Says Donald Trump won Arizona.,"@PaulProsise @MSNBC Hey you in Colorado, from my perspective in Arizona this is true. There is a reason that idiot audit in Maricopa County AZ ended with finding an even larger win by Biden then the original Certified vote! @SenatorSinema s constituents voted for Bidens agenda, NOT IDIOT TRUMP!",1.0,0,1,0,771.0,,741.0,2.0,77769.0,14339.0,3.0,US,0.0
Chris Nichols,"California has ""the highest poverty rate in the nation"" when considering the U.S. Census Bureaus Supplemental Poverty Measure.","FACT:. California has the highest poverty rate in the United States.
If you enjoy poverty you should vote for Newsom. If you would like to have a chance at a decent life you should vote Elder. 
You decide California, but you have to live with your decision.",7.0,121,152,3,20346.0,0.0,15992.0,0.0,40698.0,38554.0,7.0,,1.0
Kelsey Sena,Protest video shows resistance to President Macrons plan for mandatory COVID vaccinations of all French citizens.,"@emmagmay ""President Emmanuel Macron said on Monday night that vaccination would not be compulsory for the public.""

Look, I'm not that smart, but I'm pretty sure that doesn't mean vaccination is mandatory.",3.0,0,1,0,2483.0,,2166.0,1.0,55299.0,60941.0,67.0,US,0.0
Daniel Funke,"This virus has a cure. It is called hydroxychloroquine, zinc, and Zithromax. I know you people want to talk about a mask. Hello? You dont need (a) mask. There is a cure.","""An ounce of prevention is worth a pound of cure.
The #unvaccinated #COVID19 pat who was transferred from Coon Rapids MN (after 10 wks on a respirator MN saw no chance of recovery) to a hospital in TX after his wife begged MN MD's to try Ivermectin, hydroxychloroquine, has died.",1.0,1,1,0,2572.0,0.0,4897.0,0.0,6303.0,30015.0,23.0,,0.0
Aaron Sharockman,"""On Oct. 7, the Access Hollywood tape comes out. One hour later, WikiLeaks starts dropping my emails.""","@Gypsy3142 @SaraCarterDC @PeteButtigieg Ah, PoliticusUSA by Jason Easley. 

He's the same guy who put out this headline: 

""Trump Colluded With WikiLeaks To Get Russia Hacked Emails Released After Access Hollywood Tape""

And he's your go-to person for information on Donald Trump?

He's certainly reliable, no?",0.0,0,0,0,30.0,,58.0,3.0,7144.0,5922.0,0.0,US,1.0
Brandon Mulder,We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.,@Foamposites @TheRealTenski California is second actually. They are starting to have more job openings. But Texas has the most,0.0,0,0,0,3121.0,,3020.0,1.0,15851.0,176492.0,0.0,US,1.0
Sean Gorman,"""A shocking 20 veterans are committing suicide each and every day, especially our older veterans.""","@npratc Did I understand this correctly? 2,461 service men/women lost their lives in Afghanistan over the past 20 years and ~18 veterans die by suicide each day? Thats an absolutely alarming difference between the number of troops killed in combat (.33/day) vs suicide (18/day) - 54x",0.0,0,0,0,61.0,,69.0,1.0,6720.0,3635.0,0.0,US,1.0
Andy Nguyen,The unvaccinated have escaped every single strain or 'variant of SARS-CoV-2.,@MaajidNawaz Immune escape variant by applying selective pressure with a leaky vaccine during the middle of a pandemic is something Robert Malone (mRNA inventor) and Michael Yeadon (ex-Pfizer VP) have both warned about. Yet Big Pharma needs to blame the unvaccinated for some rea$on.,0.0,1,2,0,135.0,0.0,336.0,1.0,30113.0,2703.0,1.0,,0.0
Alan Gathright,"Says Dick Cheney ""supported gay marriage sooner""than Hillary Clinton.","@Slate Wasn't Hillary Clinton against gay marriage until a couple of years ago, long after Dick Cheney came out in favor of it?",0.0,3,4,0,261.0,,145.0,1.0,2404.0,25510.0,12.0,US,1.0
Angie Drobnic,"""Gov. Romney was very clear, he would veto the DREAM Act.""","RT @KatieBamberger: Obama: ""We should make sure they get a pathway to citizenship"" Romney would veto the DREAM Act #debate2012",0.0,0,0,0,593.0,0.0,214.0,1.0,223.0,39570.0,19.0,,1.0
Bill McCarthy,"On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.","@QAnonWomen4Rudy @JoeBiden What a stupid tweet. 

Trumps killing Americans. He doesnt care whether we live or die 

On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.",0.0,0,0,0,3236.0,,4435.0,1.0,58114.0,54663.0,2.0,US,1.0
Angie Drobnic,"""Gov. Romney was very clear, he would veto the DREAM Act.""","""Romney WILL veto the dream act"" "" he called Arizona laws the Model"" annnnnd the election is done. Obama won.",0.0,0,0,0,787.0,,592.0,0.0,2785.0,5862.0,28.0,US,1.0
Caryn Shinske,"New Jersey has ""the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.""",@smflatow @GovMurphy I  watched his State of State speech and did not see any comment by Mr. Murphy thanking the lifelong citizens of New Jersey for their loyalty to New Jersey in paying the highest property taxes the highest income taxes etc Did I miss something?,0.0,0,0,0,17.0,0.0,30.0,2.0,12.0,213.0,0.0,,1.0
Lawrence Andrea,"""Our health department, our city and our county declared racism as a public health crisis last year.",Working in public health really made me realize how deeply rooted racism really is and truly is a public health crisis.,0.0,0,0,0,1325.0,,1422.0,0.0,7372.0,56346.0,3.0,US,0.0
Ciara O'Rourke,"Coroner saying George Floyd died of drug overdose, not police brutality.","@AnnLesbyPhD More than likely, George Floyd died of a drug overdose, and had it not been for the police showing up, he would have died that day anyway and might have killed someone else while driving under the influence of a fatal dose of fentanyl and other illegal drugs.",0.0,0,0,0,46.0,,383.0,1.0,9287.0,1290.0,0.0,,0.0
Ciara O'Rourke,"Trump assassination foiled, Deep State in panic mode!","Assassination attempt on Nazi Trump foiled. People in the streets jubilant saying, ""Better luck next time"".",0.0,0,0,0,341.0,,385.0,0.0,1607.0,19512.0,40.0,US,0.0
Jon Greenberg,Says Dr. Fauci lied about masks in March.,"@tomselliott Dr. Fauci, you were specific in your emails in March - clear that the virus particles are smaller than what a generic mask stops. Also that masks for general public are not sufficiently fit to protect anyway.

What have you learned since then that makes masking 3 yo make sense?",1.0,0,0,0,139.0,,391.0,1.0,17610.0,12129.0,2.0,,0.0
Daniel Funke,Most of the wildfires on the West Coast are all being started by antifa.,@NoTimeLikeNow22 I believe it those left wing climate activists are nuts and wackos little Greta is a Antifa international all-star those people are terrorist and will do anything to prove their point they started the wildfires in Brazil USA Today says one billion animals dead its Sick,0.0,0,0,0,2501.0,,2723.0,0.0,6630.0,11308.0,1.0,,0.0
Miriam Valverde,Says Joe Biden and Kamala Harris support abortion up to the moment of birth.,"@TGC How did they discourage some Christians from voting against the leftist candidate? They didn't emphasize the fact that Biden/Harris are leftists who support abortion, homosexuality, transgenderism, racist CRT teachings, and the corruption of American youth by indoctrination.",0.0,0,0,0,279.0,,366.0,1.0,11539.0,24900.0,0.0,US,0.0
